alpha,baseline_ate_dr,baseline_cate_mean,predictions_ate_dr,predictions_cate_mean,pred_counterfactuals_ate_dr,pred_counterfactuals_cate_mean
0.0,0.14610546567375685,0.1050090130957585,0.06964040391587928,0.02547216256675084,0.14559674989404148,0.6071166077975871
0.1,0.14610546567375685,0.1050090130957585,0.07716647083000094,0.030563659630413055,0.14559674989404148,0.6071166077975871
0.2,0.14610546567375685,0.1050090130957585,0.0848569357591853,0.03618811876257146,0.14559674989404148,0.6071166077975871
0.30000000000000004,0.14610546567375685,0.1050090130957585,0.09266622255134467,0.04263117301208297,0.14559674989404148,0.6071166077975871
0.4,0.14610546567375685,0.1050090130957585,0.10017666232735968,0.04973636928927455,0.14559674989404148,0.6071166077975871
0.5,0.14610546567375685,0.1050090130957585,0.10832286709733888,0.05778003833071998,0.14559674989404148,0.6071166077975871
0.6000000000000001,0.14610546567375685,0.1050090130957585,0.11591891651500628,0.06603169357857241,0.14559674989404148,0.6071166077975871
0.7000000000000001,0.14610546567375685,0.1050090130957585,0.1234708669440377,0.07493799894997524,0.14559674989404148,0.6071166077975871
0.8,0.14610546567375685,0.1050090130957585,0.13087058431175402,0.08475686556106876,0.14559674989404148,0.6071166077975871
0.9,0.14610546567375685,0.1050090130957585,0.13884193383921808,0.0950279640187973,0.14559674989404148,0.6071166077975871
1.0,0.14610546567375685,0.1050090130957585,0.14610546567375685,0.1050090130957585,0.14559674989404148,0.6071166077975871
