0,1
37.98,38.0
45.02,42.0
39.78,40.0
45.34,44.0
26.322999999999997,26.5
41.9,42.0
32.879000000000005,33.0
38.52,39.0
30.98,31.0
45.53,46.0
37.94,38.0
45.47,48.0
38.919999999999995,39.0
32.865,33.0
37.92,38.0
35.0,34.95
22.0,21.961000000000002
34.904999999999994,34.0
38.004999999999995,38.0
40.105,41.0
33.038,33.5
29.935,30.0
44.91,44.0
30.384,30.5
33.988,34.0
39.37,40.0
35.5,35.5
37.87,37.0
37.195,38.0
45.22,44.0
43.23,41.0
29.614,28.5
34.0,34.05
45.31,46.0
45.58,44.0
28.09,28.0
21.863000000000003,21.5
40.645,42.0
34.01,34.0
30.045,30.0
33.995,34.0
43.03,43.0
38.005,38.0
33.875,34.0
37.089999999999996,38.0
41.675,43.0
25.319,25.5
34.94,35.0
45.45,48.0
39.13,39.0
41.115,43.0
29.984000000000034,30.7
43.15,41.0
22.0,22.54
35.885,36.0
35.22,35.0
21.0,21.911000000000005
34.45,34.0
34.9,34.0
33.685,34.0
27.0,26.735000000000003
32.3,32.5
39.91,41.0
31.995,32.0
45.29,43.0
32.56,32.5
43.71,42.0
37.61,36.0
27.997,28.0
40.699999999999996,41.0
35.98,36.0
34.43,34.5
32.955,33.0
30.54,30.5
29.0,29.008000000000003
33.03,33.0
36.475,36.0
45.78,47.0
37.155,38.0
34.113,34.0
34.045,34.0
39.87,41.0
27.084999999999997,27.0
34.075,34.0
30.076999999999998,30.0
34.015,34.0
31.391,31.5
39.8,40.0
32.98800000000001,33.0
38.295,38.0
39.085,39.0
38.225,38.0
37.3,37.0
34.029999999999994,34.0
39.89,41.0
26.779000000000003,27.0
41.675,43.0
43.73,43.0
43.965,45.0
32.95,33.0
42.445,40.0
36.1,36.0
28.0,27.96
41.135,40.0
42.99,42.0
40.535,39.0
30.882000000000012,31.0
34.01,34.0
29.02,29.0
37.28,37.0
38.059999999999995,38.0
34.03,34.0
30.331000000000003,30.5
44.61,43.0
45.36,46.0
35.88,36.0
19.450000000000003,20.0
32.955,33.0
36.49,36.0
32.043,32.0
39.255,40.0
25.794000000000008,25.5
37.395,36.0
42.38,43.0
36.03,36.0
31.006,31.0
28.0,28.015
45.355000000000004,42.0
45.52,46.0
36.13,36.0
43.98,43.0
40.29,40.0
32.045,32.0
23.924999999999994,24.0
39.175,39.0
39.71,40.0
37.79,39.0
43.85,42.0
33.81900000000004,33.7
36.97,36.0
39.04,39.0
35.965,36.0
30.0,29.872
29.11,29.0
40.305,40.0
32.95,33.0
38.035000000000004,38.0
38.96,39.0
43.5,40.0
34.815,35.0
34.78,35.0
35.0,34.935
34.01,34.0
37.309999999999995,36.0
39.845,40.0
28.0,27.99
32.035,32.0
38.12,38.0
40.355000000000004,40.0
34.0,33.91699999999999
39.355,40.0
36.455,37.0
35.14,35.0
43.51,44.0
38.065,38.0
39.765,40.0
39.230000000000004,39.0
39.79,40.0
37.43,37.0
45.44,46.0
34.485,34.0
29.384999999999977,29.3
42.105,43.0
24.923000000000002,24.5
32.0,32.025
32.94,33.0
37.62,37.0
30.98,31.0
39.11,39.0
34.0,34.035
36.34,37.0
36.71,37.0
45.22,45.0
26.994999999999997,27.0
33.9,34.0
43.05,41.0
36.89,37.0
28.0,28.188000000000002
37.0,37.0
31.029999999999998,31.0
35.99,36.0
32.985,33.0
29.0,29.012
36.96,37.0
37.27,37.0
36.91,37.0
43.075,42.0
35.145,35.0
34.019999999999996,34.0
42.72,41.0
37.315,36.0
32.193000000000005,32.0
45.5,45.0
41.074999999999996,42.0
20.0,19.156999999999996
31.5,31.5
39.67,40.0
45.19,45.0
41.4,41.0
26.0,26.179999999999996
40.375,40.0
42.66,41.0
44.025,44.0
35.98,36.0
45.08,46.0
29.0,29.0
37.31,37.0
36.025000000000006,36.0
44.39,45.0
35.28699999999999,35.5
20.0,19.929
27.63,26.5
35.13,35.0
35.98,36.0
45.79,47.0
24.0,23.971999999999998
39.99100000000006,39.7
26.0,26.010000000000005
43.21,42.0
45.14,45.0
38.905,39.0
31.626,31.5
35.09,35.0
42.155,43.0
40.18,41.0
36.68,37.0
36.53,36.0
31.995000000000005,32.0
41.02,42.0
42.46,42.0
37.09,37.0
42.89,42.0
37.24,38.0
43.245,43.0
35.002,35.0
38.0,37.949999999999996
23.943,24.0
33.26,33.0
34.09,34.0
44.13,46.0
45.13,42.0
32.94,33.0
35.7,36.0
21.0,22.267999999999997
30.095000000000002,30.0
42.94,40.0
43.445,40.0
41.625,42.0
38.57,39.0
32.825,33.0
33.043,33.0
41.225,41.0
35.895,34.0
37.12,35.0
34.88,34.0
33.725,34.0
28.316000000000006,28.5
42.6,40.0
38.205000000000005,38.0
43.09,42.0
39.335,40.0
42.8,41.0
32.895,33.0
35.975,36.0
34.453,34.5
30.0,30.018
43.09,41.0
29.45,29.5
30.883000000000003,31.0
25.346999999999998,25.5
43.0,40.0
38.77,39.0
36.63,36.5
37.055,35.5
37.98,38.0
28.897,29.0
40.34,40.0
35.589999999999996,35.5
45.27,48.0
43.21,41.0
38.04,38.0
29.66000000000001,29.7
44.16,44.0
34.815,35.0
44.71,44.0
35.335,35.5
35.755,36.0
31.495,31.5
27.9,28.0
40.745000000000005,40.0
32.075,32.0
30.145,30.0
35.79,36.0
32.372,33.0
36.11,36.0
35.95,36.0
39.665,40.0
40.87,40.0
37.09,36.0
34.75,35.0
39.46,40.0
36.015,36.0
40.29,41.0
29.064999999999998,29.0
30.133,30.0
38.16,38.0
36.42,37.0
21.0,22.112
36.754999999999995,37.5
27.735,27.5
37.545,36.0
26.513999999999996,26.5
41.52,42.0
36.88,37.0
38.37,38.0
35.85,36.0
37.865,38.0
40.34,40.0
29.1,29.0
32.94,33.0
29.92,30.0
38.91,39.0
37.269999999999996,37.5
42.92,39.0
45.03,45.0
41.11,41.0
22.0,21.674000000000007
43.0,40.0
41.095,40.0
42.035,43.0
45.77,45.0
37.37,37.0
45.54,48.0
38.825,39.0
29.44,29.5
39.12,39.0
38.0,37.82
42.52,43.0
45.38,44.0
38.665,39.0
45.32,43.0
45.37,44.0
36.87,37.0
39.5,40.0
35.26,35.0
22.0,22.014
42.56,41.0
38.845,39.0
45.22,45.0
38.86,39.0
36.755,35.0
40.615,42.0
42.9,41.0
29.015,29.0
28.825,29.0
33.045,33.0
36.602,36.0
45.65,47.0
33.12800000000001,33.5
38.55,39.0
38.28,38.0
43.16,43.0
32.87,33.0
42.0,42.0
38.555,39.0
38.32,38.0
33.04,33.0
42.09,43.0
35.98,36.0
38.12,38.0
37.955,38.0
39.75,40.0
39.78,40.0
38.83,39.0
34.04,34.0
38.855,39.0
42.85,40.0
45.91,48.0
42.425,43.0
33.92,34.0
32.92,33.0
38.005,39.0
41.62,43.0
45.22,45.0
45.26,44.0
38.66,39.0
37.99,38.0
31.329000000000004,31.0
43.355000000000004,43.0
34.394999999999996,34.5
38.14,38.0
27.5,27.391999999999996
41.37,42.0
39.47,40.0
45.22,44.0
35.445,36.0
44.23,44.0
38.89,39.0
35.98,36.0
44.12,44.0
38.945,39.0
33.993,34.0
34.525,34.5
28.0,28.03900000000001
43.23,40.0
38.205,38.0
30.98,31.0
33.295,33.0
45.11,42.0
31.015,31.0
34.94,35.0
38.495,39.0
42.51,41.0
42.81,41.0
34.84,35.0
41.045,41.0
28.895,29.0
38.168,38.0
44.52,43.0
32.875,33.0
36.015,36.0
36.9,37.0
42.25,46.0
27.0,26.849999999999998
36.96,37.0
38.21,38.0
37.97,37.0
43.38,41.0
34.825,35.0
43.2,42.0
32.0,31.985000000000003
38.33,38.0
38.08,38.0
36.765,37.0
37.603,37.5
41.37,41.0
30.93,31.0
34.0,34.0
45.4,45.0
