alpha,baseline_ate_dr,baseline_cate_mean,predictions_ate_dr,predictions_cate_mean,pred_counterfactuals_ate_dr,pred_counterfactuals_cate_mean
0.0,0.23444729740476622,0.23579156538445864,0.20802300330711085,0.22243701169326033,-0.05157823234368749,0.025925990835452887
0.1,0.23444729740476622,0.23579156538445864,0.21109503225192106,0.22541535158720769,-0.05157823234368749,0.025925990835452887
0.2,0.23444729740476622,0.23579156538445864,0.21634077103124058,0.23025286587824875,-0.05157823234368749,0.025925990835452887
0.30000000000000004,0.23444729740476622,0.23579156538445864,0.2202713344315885,0.23180196001568168,-0.05157823234368749,0.025925990835452887
0.4,0.23444729740476622,0.23579156538445864,0.21701204815664638,0.22878683162495195,-0.05157823234368749,0.025925990835452887
0.5,0.23444729740476622,0.23579156538445864,0.21496733396660472,0.2285291711129643,-0.05157823234368749,0.025925990835452887
0.6000000000000001,0.23444729740476622,0.23579156538445864,0.2232858493515007,0.23780804189389818,-0.05157823234368749,0.025925990835452887
0.7000000000000001,0.23444729740476622,0.23579156538445864,0.2216919368280787,0.23425921311054015,-0.05157823234368749,0.025925990835452887
0.8,0.23444729740476622,0.23579156538445864,0.23037333364014195,0.23925109857980237,-0.05157823234368749,0.025925990835452887
0.9,0.23444729740476622,0.23579156538445864,0.2172802652644969,0.22568004176945852,-0.05157823234368749,0.025925990835452887
1.0,0.23444729740476622,0.23579156538445864,0.2354636239960318,0.23961047848298359,-0.05157823234368749,0.025925990835452887
